MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1888984	Tbx21	T-box 21	11		DNA-binding transcription factor activity			IEA	IPR001699 IPR008967 IPR018186 IPR036960 	J:72247 	
MGI:1888984	Tbx21	T-box 21	11		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004251338 	J:265628 	
MGI:1888984	Tbx21	T-box 21	11		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q9UL17 	J:164563 	
MGI:2389465	Tbx22	T-box 22	X		DNA-binding transcription factor activity			IEA	IPR001699 IPR008967 IPR018186 IPR036960 	J:72247 	
MGI:2389465	Tbx22	T-box 22	X		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004251338 	J:265628 	
MGI:1926421	Tcerg1	transcription elongation regulator 1 (CA150)	18		DNA-binding transcription factor activity			ISS		J:59588 	
MGI:98510	Tcf3	transcription factor 3	10		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:210933 	
MGI:98510	Tcf3	transcription factor 3	10	contributes_to	DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:141327 	
MGI:98510	Tcf3	transcription factor 3	10		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IMP		J:210933 	
MGI:98510	Tcf3	transcription factor 3	10		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P15923 	J:164563 	
MGI:98510	Tcf3	transcription factor 3	10		DNA-binding transcription factor activity			IBA	PTN000927455 	J:265628 	
MGI:98510	Tcf3	transcription factor 3	10		DNA-binding transcription factor activity			ISO	P15923 	J:164563 	
MGI:98510	Tcf3	transcription factor 3	10		DNA-binding transcription factor activity			TAS		J:22134 	
MGI:98510	Tcf3	transcription factor 3	10		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P15923 	J:164563 	
MGI:98506	Tcf4	transcription factor 4	18		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:38018 	
MGI:98506	Tcf4	transcription factor 4	18		DNA-binding transcription factor activity			IBA	PTN000927455 	J:265628 	
MGI:98506	Tcf4	transcription factor 4	18		DNA-binding transcription factor activity			ISO	P15884 	J:164563 	
MGI:98506	Tcf4	transcription factor 4	18		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:38018 	
MGI:98507	Tcf7	transcription factor 7, T cell specific	11		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN000042967 	J:265628 	
MGI:98507	Tcf7	transcription factor 7, T cell specific	11		DNA-binding transcription factor activity			IDA		J:79002 	
MGI:98507	Tcf7	transcription factor 7, T cell specific	11		DNA-binding transcription repressor activity			IMP		J:117301 	
MGI:98507	Tcf7	transcription factor 7, T cell specific	11		DNA-binding transcription repressor activity, RNA polymerase II-specific	uses Tert,happens in embryonic stem cell,happens in nucleus,happens near SO:0001952		IMP		J:185349 	
MGI:1202876	Tcf7l1	transcription factor 7 like 1 (T cell specific, HMG box)	6		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN000042967 	J:265628 	
MGI:1202876	Tcf7l1	transcription factor 7 like 1 (T cell specific, HMG box)	6		DNA-binding transcription factor activity			IDA		J:114674 	
MGI:1202879	Tcf7l2	transcription factor 7 like 2, T cell specific, HMG box	19		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN000042967 	J:265628 	
MGI:1202879	Tcf7l2	transcription factor 7 like 2, T cell specific, HMG box	19		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952	PR:D3YWT3	IDA		J:173152 	
MGI:1202879	Tcf7l2	transcription factor 7 like 2, T cell specific, HMG box	19		DNA-binding transcription factor activity			ISO	Q9NQB0 	J:164563 	
MGI:101877	Tcf12	transcription factor 12	9		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q99081 	J:164563 	
MGI:101877	Tcf12	transcription factor 12	9		DNA-binding transcription factor activity			IBA	PTN000927455 	J:265628 	
MGI:101877	Tcf12	transcription factor 12	9		DNA-binding transcription factor activity			ISO	Q99081 	J:164563 	
MGI:104664	Tcf15	transcription factor 15	2	contributes_to	DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:141327 	
MGI:104664	Tcf15	transcription factor 15	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002360678 	J:265628 	
MGI:108399	Tcf20	transcription factor 20	15		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN002687031 	J:265628 	
MGI:108399	Tcf20	transcription factor 20	15		DNA-binding transcription activator activity, RNA polymerase II-specific	uses NCBI_Gene:4314		IDA		J:25491 	
MGI:108399	Tcf20	transcription factor 20	15		DNA-binding transcription factor activity			IDA		J:25491 	
MGI:1202715	Tcf21	transcription factor 21	10		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:47701 	
MGI:1202715	Tcf21	transcription factor 21	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002360678 	J:265628 	
MGI:1202715	Tcf21	transcription factor 21	10		DNA-binding transcription repressor activity, RNA polymerase II-specific	uses UniProtKB:P33242,happens near SO:0001952		IDA		J:69392 	
MGI:1202715	Tcf21	transcription factor 21	10		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	O43680 	J:164563 	
MGI:1934960	Tcf23	transcription factor 23	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002360678 	J:265628 	
MGI:3780500	Tcf24	transcription factor 24	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002360678 	J:265628 	
MGI:1914105	Tcf25	transcription factor 25 (basic helix-loop-helix)	8		DNA-binding transcription factor activity			IBA	PTN001099565 	J:265628 	
MGI:1914105	Tcf25	transcription factor 25 (basic helix-loop-helix)	8		DNA-binding transcription factor activity			ISO	Q9BQ70 	J:164563 	
MGI:2672878	Tcfl5	transcription factor-like 5 (basic helix-loop-helix)	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q9UL49 	J:164563 	
MGI:101876	Tead1	TEA domain family member 1	7		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN000216669 	J:265628 	
MGI:101876	Tead1	TEA domain family member 1	7		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952	UniProtKB:Q3USK5	IDA		J:87788 	
MGI:101876	Tead1	TEA domain family member 1	7		DNA-binding transcription factor activity			IDA		J:87788 	
MGI:101876	Tead1	TEA domain family member 1	7		DNA-binding transcription factor activity			ISO	P28347 	J:164563 	
MGI:101876	Tead1	TEA domain family member 1	7		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	P28347 	J:164563 	
MGI:104904	Tead2	TEA domain family member 2	7		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN000216669 	J:265628 	
MGI:104904	Tead2	TEA domain family member 2	7		DNA-binding transcription factor activity			ISO	Q15562 	J:164563 	
MGI:104904	Tead2	TEA domain family member 2	7		DNA-binding transcription factor activity, RNA polymerase II-specific	happens in migratory neural crest cell,uses Pax3		IDA		J:87726 	
MGI:104904	Tead2	TEA domain family member 2	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:182976 	
MGI:109241	Tead3	TEA domain family member 3	17		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN000216669 	J:265628 	
MGI:109241	Tead3	TEA domain family member 3	17		DNA-binding transcription factor activity			ISO	Q99594 	J:164563 	
MGI:106907	Tead4	TEA domain family member 4	6		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN000216669 	J:265628 	
MGI:106907	Tead4	TEA domain family member 4	6		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:102951 	
MGI:106907	Tead4	TEA domain family member 4	6		DNA-binding transcription factor activity			ISO	Q15561 	J:164563 	
MGI:98663	Tef	thyrotroph embryonic factor	15		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	RGD:3841 	J:155856 	
MGI:98663	Tef	thyrotroph embryonic factor	15		DNA-binding transcription factor activity			IEA	IPR004827 IPR040223 	J:72247 	
MGI:107810	Tfam	transcription factor A, mitochondrial	10		DNA-binding transcription factor activity			ISO	RGD:620682 	J:155856 	
MGI:107810	Tfam	transcription factor A, mitochondrial	10		DNA-binding transcription factor activity			ISO	Q00059 	J:164563 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:28698 J:51610 J:157278 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:175350 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P05549 	J:164563 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription factor activity			IDA		J:72398 J:92872 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000087637 	J:265628 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	P05549 	J:164563 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:105726 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription repressor activity, RNA polymerase II-specific	uses Dmd		IDA		J:157160 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P05549 	J:164563 	
MGI:104672	Tfap2b	transcription factor AP-2 beta	1		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:28698 	
MGI:104672	Tfap2b	transcription factor AP-2 beta	1		DNA-binding transcription activator activity, RNA polymerase II-specific	uses UniProtKB:P21274		IDA		J:175832 	
MGI:104672	Tfap2b	transcription factor AP-2 beta	1		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q92481 	J:164563 	
MGI:104672	Tfap2b	transcription factor AP-2 beta	1		DNA-binding transcription factor activity			ISO	Q92481 	J:164563 	
MGI:104672	Tfap2b	transcription factor AP-2 beta	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000087637 	J:265628 	
MGI:104672	Tfap2b	transcription factor AP-2 beta	1		DNA-binding transcription factor activity, RNA polymerase II-specific	uses UniProtKB:P21275|uses UniProtKB:P21274		IDA		J:175832 	
MGI:104672	Tfap2b	transcription factor AP-2 beta	1		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	Q92481 	J:164563 	
MGI:106032	Tfap2c	transcription factor AP-2, gamma	2		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q92754 	J:164563 	
MGI:106032	Tfap2c	transcription factor AP-2, gamma	2		DNA-binding transcription factor activity			IDA		J:92872 	
MGI:106032	Tfap2c	transcription factor AP-2, gamma	2		DNA-binding transcription factor activity			IMP		J:77790 	
MGI:106032	Tfap2c	transcription factor AP-2, gamma	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000087637 	J:265628 	
MGI:106032	Tfap2c	transcription factor AP-2, gamma	2		DNA-binding transcription factor activity, RNA polymerase II-specific	uses Fgg		IDA		J:14494 	
MGI:106032	Tfap2c	transcription factor AP-2, gamma	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q92754 	J:164563 	
MGI:2153466	Tfap2d	transcription factor AP-2, delta	1		DNA-binding transcription factor activity			IEA	IPR004979 	J:72247 	
MGI:2153466	Tfap2d	transcription factor AP-2, delta	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000087637 	J:265628 	
MGI:2153466	Tfap2d	transcription factor AP-2, delta	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:177585 	
MGI:2153466	Tfap2d	transcription factor AP-2, delta	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IMP	MGI:5296818 	J:177585 	
MGI:2679630	Tfap2e	transcription factor AP-2, epsilon	4		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:86250 	
MGI:2679630	Tfap2e	transcription factor AP-2, epsilon	4		DNA-binding transcription factor activity			IEA	IPR004979 	J:72247 	
MGI:2679630	Tfap2e	transcription factor AP-2, epsilon	4		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000087637 	J:265628 	
MGI:103239	Tfap4	transcription factor AP4	16		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:161020 	
MGI:103239	Tfap4	transcription factor AP4	16		DNA-binding transcription activator activity, RNA polymerase II-specific			IMP		J:161020 	
MGI:103239	Tfap4	transcription factor AP4	16		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q01664 	J:164563 	
MGI:103239	Tfap4	transcription factor AP4	16		DNA-binding transcription factor activity			IBA	PTN001039502 	J:265628 	
MGI:103239	Tfap4	transcription factor AP4	16		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	Q01664 	J:164563 	
MGI:107937	Tfb2m	transcription factor B2, mitochondrial	1		mitochondrial sequence-specific DNA-binding transcription factor activity			ISO	Q9H5Q4 	J:164563 	
MGI:98509	Tfcp2	transcription factor CP2	15		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Bmp4,happens near SO:0001952		IDA		J:242549 	
MGI:98509	Tfcp2	transcription factor CP2	15		DNA-binding transcription factor activity			IBA	PTN000867451 	J:265628 	
MGI:2444691	Tfcp2l1	transcription factor CP2-like 1	1		DNA-binding transcription factor activity			IBA	PTN000867451 	J:265628 	
MGI:101934	Tfdp1	transcription factor Dp 1	8	contributes_to	DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q14186 	J:164563 	
MGI:101934	Tfdp1	transcription factor Dp 1	8		DNA-binding transcription factor activity			IDA		J:87848 	
MGI:107167	Tfdp2	transcription factor Dp 2	9	contributes_to	DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q14188 	J:164563 	
MGI:107167	Tfdp2	transcription factor Dp 2	9		DNA-binding transcription factor activity			IDA		J:74817 	
MGI:98511	Tfe3	transcription factor E3	X		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952	UniProtKB:A2AEW1	IDA		J:112628 	
MGI:98511	Tfe3	transcription factor E3	X		DNA-binding transcription factor activity			IDA		J:112628 J:285017 	
MGI:103270	Tfeb	transcription factor EB	17		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:112628 	
MGI:103270	Tfeb	transcription factor EB	17		DNA-binding transcription factor activity			IDA		J:112628 	
MGI:103270	Tfeb	transcription factor EB	17		DNA-binding transcription factor activity			ISO	P19484 	J:164563 	
MGI:1333760	Tfec	transcription factor EC	6		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	RGD:3846 	J:155856 	
MGI:1333760	Tfec	transcription factor EC	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	O14948 	J:164563 	
MGI:1194497	Tgif1	TGFB-induced factor homeobox 1	17		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000219731 	J:265628 	
MGI:1194497	Tgif1	TGFB-induced factor homeobox 1	17		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q15583 	J:164563 	
MGI:1915299	Tgif2	TGFB-induced factor homeobox 2	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000219731 	J:265628 	
MGI:2387796	Tgif2lx1	TGFB-induced factor homeobox 2-like, X-linked 1	X		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000219731 	J:265628 	
MGI:1921004	Thap1	THAP domain containing, apoptosis associated protein 1	8		DNA-binding transcription factor activity			IBA	PTN002927247 	J:265628 	
MGI:1921004	Thap1	THAP domain containing, apoptosis associated protein 1	8		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q9NVV9 	J:164563 	
MGI:1930964	Thap11	THAP domain containing 11	8		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q96EK4 	J:164563 	
MGI:98742	Thra	thyroid hormone receptor alpha	11		DNA-binding transcription factor activity			ISO	P10827 	J:164563 	
MGI:98742	Thra	thyroid hormone receptor alpha	11		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	RGD:3857 	J:155856 	
MGI:98742	Thra	thyroid hormone receptor alpha	11		nuclear receptor activity			IBA	PTN001182089 	J:265628 	
MGI:98742	Thra	thyroid hormone receptor alpha	11		nuclear receptor activity			IDA		J:94471 	
MGI:98742	Thra	thyroid hormone receptor alpha	11		nuclear receptor activity			ISO	P10827 	J:164563 	
MGI:98742	Thra	thyroid hormone receptor alpha	11		nuclear receptor activity			TAS		J:41827 	
MGI:98743	Thrb	thyroid hormone receptor beta	14		DNA-binding transcription factor activity			TAS		J:52829 	
MGI:98743	Thrb	thyroid hormone receptor beta	14		nuclear receptor activity			IBA	PTN001182089 	J:265628 	
MGI:98743	Thrb	thyroid hormone receptor beta	14		nuclear receptor activity			IMP	MGI:2657173 	J:159022 	
MGI:98743	Thrb	thyroid hormone receptor beta	14		nuclear receptor activity			ISO	RGD:3858 	J:155856 	
MGI:98743	Thrb	thyroid hormone receptor beta	14		nuclear receptor activity			ISO	P10828 	J:164563 	
MGI:98743	Thrb	thyroid hormone receptor beta	14		nuclear receptor activity			TAS		J:42911 J:51466 J:52829 J:56668 J:63101 	
MGI:104633	Tle4	transducin-like enhancer of split 4	19		DNA-binding transcription factor activity, RNA polymerase II-specific			IGI	MGI:88276 MGI:96770 MGI:97487 	J:96431 	
MGI:98769	Tlx1	T cell leukemia, homeobox 1	19		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN001215631 	J:265628 	
MGI:98769	Tlx1	T cell leukemia, homeobox 1	19		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952	UniProtKB:Q9QX99	IDA		J:99062 	
MGI:1350935	Tlx2	T cell leukemia, homeobox 2	6		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN001215631 	J:265628 	
MGI:1350935	Tlx2	T cell leukemia, homeobox 2	6		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	O43763 	J:164563 	
MGI:1350935	Tlx2	T cell leukemia, homeobox 2	6		DNA-binding transcription factor activity			ISA	M75952 	J:11834 	
MGI:1351209	Tlx3	T cell leukemia, homeobox 3	11		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN001215631 	J:265628 	
MGI:3611233	Tox2	TOX high mobility group box family member 2	2		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q96NM4 	J:164563 	
MGI:98834	Trp53	transformation related protein 53	11		DNA-binding transcription activator activity, RNA polymerase II-specific	uses 1700007K13Rik		IDA		J:167598 	
MGI:98834	Trp53	transformation related protein 53	11		DNA-binding transcription activator activity, RNA polymerase II-specific	happens in spermatid,uses Spata18		IDA		J:171002 	
MGI:98834	Trp53	transformation related protein 53	11		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Bbc3		IGI	MGI:1096393 	J:115191 	
MGI:98834	Trp53	transformation related protein 53	11		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P04637 	J:164563 	
MGI:98834	Trp53	transformation related protein 53	11		DNA-binding transcription factor activity			IDA		J:78076 J:104726 J:106848 	
MGI:98834	Trp53	transformation related protein 53	11		DNA-binding transcription factor activity			ISO	P04637 	J:164563 	
MGI:98834	Trp53	transformation related protein 53	11		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	P04637 	J:164563 	
MGI:1330810	Trp63	transformation related protein 63	16		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:177729 	
MGI:1330810	Trp63	transformation related protein 63	16		DNA-binding transcription factor activity			ISO	RGD:620863 	J:155856 	
MGI:1330810	Trp63	transformation related protein 63	16		DNA-binding transcription factor activity			ISO	Q9H3D4 	J:164563 	
MGI:1336991	Trp73	transformation related protein 73	4		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	O15350 	J:164563 	
MGI:1336991	Trp73	transformation related protein 73	4		DNA-binding transcription factor activity			IDA		J:104726 	
MGI:1336991	Trp73	transformation related protein 73	4		DNA-binding transcription factor activity			ISO	O15350 	J:105215 J:164563 	
MGI:1336991	Trp73	transformation related protein 73	4		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	O15350 	J:164563 	
MGI:1927616	Trps1	transcriptional repressor GATA binding 1	15		DNA-binding transcription factor activity			IEA	IPR028440 	J:72247 	
MGI:109127	Tsc22d1	TSC22 domain family, member 1	14		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	RGD:3850 	J:155856 	
MGI:109127	Tsc22d1	TSC22 domain family, member 1	14		DNA-binding transcription factor activity			IEA	IPR000580 	J:72247 	
MGI:1196284	Tsc22d3	TSC22 domain family, member 3	X		DNA-binding transcription factor activity			IEA	IPR000580 	J:72247 	
MGI:1926079	Tsc22d4	TSC22 domain family, member 4	5		DNA-binding transcription factor activity			IEA	IPR000580 	J:72247 	
MGI:98872	Twist1	twist basic helix-loop-helix transcription factor 1	12		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		TAS		J:180494 	
MGI:98872	Twist1	twist basic helix-loop-helix transcription factor 1	12		DNA-binding transcription factor activity			IDA		J:161110 	
MGI:98872	Twist1	twist basic helix-loop-helix transcription factor 1	12		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002360678 	J:265628 	
MGI:98872	Twist1	twist basic helix-loop-helix transcription factor 1	12		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	Q15672 	J:164563 	
MGI:104685	Twist2	twist basic helix-loop-helix transcription factor 2	1		DNA-binding transcription factor activity			IDA		J:29655 	
MGI:104685	Twist2	twist basic helix-loop-helix transcription factor 2	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN002360678 	J:265628 	
MGI:102960	Txk	TXK tyrosine kinase	5		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P42681 	J:164563 	
MGI:104889	Ubp1	upstream binding protein 1	9		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q9NZI7 	J:164563 	
MGI:104889	Ubp1	upstream binding protein 1	9		DNA-binding transcription factor activity			IBA	PTN000867451 	J:265628 	
MGI:99542	Usf1	upstream transcription factor 1	1		DNA-binding transcription factor activity			IDA		J:96156 	
MGI:99542	Usf1	upstream transcription factor 1	1		DNA-binding transcription factor activity			ISO	RGD:620974 	J:155856 	
MGI:99542	Usf1	upstream transcription factor 1	1		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	P22415 	J:164563 	
MGI:99542	Usf1	upstream transcription factor 1	1	contributes_to	DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	RGD:620974 	J:155856 	
MGI:99961	Usf2	upstream transcription factor 2	7		DNA-binding transcription factor activity			ISO	RGD:620975 	J:155856 	
MGI:99961	Usf2	upstream transcription factor 2	7		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	Q15853 	J:164563 	
MGI:99961	Usf2	upstream transcription factor 2	7	contributes_to	DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	RGD:620975 	J:155856 	
MGI:1277163	Vax1	ventral anterior homeobox 1	19		DNA-binding transcription factor activity			IMP	MGI:1859863 	J:58996 	
MGI:1277163	Vax1	ventral anterior homeobox 1	19		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN000678138 	J:265628 	
MGI:1277163	Vax1	ventral anterior homeobox 1	19		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:98488 	
MGI:1346018	Vax2	ventral anterior homeobox 2	6		DNA-binding transcription factor activity			IEA	IPR033021 	J:72247 	
MGI:1346018	Vax2	ventral anterior homeobox 2	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN000678138 	J:265628 	
MGI:1346018	Vax2	ventral anterior homeobox 2	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:98488 	
MGI:103076	Vdr	vitamin D (1,25-dihydroxyvitamin D3) receptor	15	contributes_to	DNA-binding transcription factor activity			ISO	P11473 	J:164563 	
MGI:103076	Vdr	vitamin D (1,25-dihydroxyvitamin D3) receptor	15		nuclear receptor activity			IBA	PTN001182089 	J:265628 	
MGI:103076	Vdr	vitamin D (1,25-dihydroxyvitamin D3) receptor	15		nuclear receptor activity			IDA		J:94471 	
MGI:103076	Vdr	vitamin D (1,25-dihydroxyvitamin D3) receptor	15		nuclear receptor activity			ISO	RGD:3959 	J:155856 	
MGI:103076	Vdr	vitamin D (1,25-dihydroxyvitamin D3) receptor	15		nuclear receptor activity			ISO	P11473 	J:164563 	
MGI:1313291	Vezf1	vascular endothelial zinc finger 1	11		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q14119 	J:164563 	
MGI:1313291	Vezf1	vascular endothelial zinc finger 1	11		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001972500 	J:265628 	
MGI:1332638	Wiz	widely-interspaced zinc finger motifs	17		DNA-binding transcription factor activity			IBA	PTN001227251 	J:265628 	
MGI:98968	Wt1	Wilms tumor 1 homolog	2		DNA-binding transcription activator activity, RNA polymerase II-specific	uses UniProtKB:Q63934,happens near SO:0001952		IDA		J:175204 	
MGI:98968	Wt1	Wilms tumor 1 homolog	2		DNA-binding transcription activator activity, RNA polymerase II-specific	uses UniProtKB:Q8K007,happens near SO:0001952		IDA		J:180645 	
MGI:98968	Wt1	Wilms tumor 1 homolog	2		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P19544 	J:164563 	
MGI:98968	Wt1	Wilms tumor 1 homolog	2		DNA-binding transcription factor activity	uses UniProtKB:P08046		IDA		J:155370 	
MGI:98968	Wt1	Wilms tumor 1 homolog	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004619861 	J:265628 	
MGI:98970	Xbp1	X-box binding protein 1	11		DNA-binding transcription factor activity	is a part of positive regulation of transcription by RNA polymerase II	PR:O35426-2	IDA		J:217988 	
MGI:98970	Xbp1	X-box binding protein 1	11		DNA-binding transcription factor activity			ISO	RGD:1303073 	J:155856 	
MGI:98970	Xbp1	X-box binding protein 1	11		DNA-binding transcription factor activity			ISO	P17861 	J:164563 	
MGI:98970	Xbp1	X-box binding protein 1	11		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000999262 	J:265628 	
MGI:98970	Xbp1	X-box binding protein 1	11		DNA-binding transcription factor activity, RNA polymerase II-specific	uses Ufm1		IDA		J:195351 	
MGI:99146	Ybx1	Y box protein 1	4		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P67809 	J:164563 	
MGI:2137670	Ybx3	Y box protein 3	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:211248 	
MGI:1926195	Ylpm1	YLP motif containing 1	12		DNA-binding transcription repressor activity, RNA polymerase II-specific	uses Tert		IDA		J:95047 	
MGI:99150	Yy1	YY1 transcription factor	12		DNA-binding transcription factor activity			IDA		J:75034 	
MGI:99150	Yy1	YY1 transcription factor	12		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:196266 	
MGI:99150	Yy1	YY1 transcription factor	12		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens in macrophage,uses Mir155,happens near SO:0001952		IDA		J:229793 	
MGI:99150	Yy1	YY1 transcription factor	12		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P25490 	J:164563 	
MGI:3837947	Yy2	Yy2 transcription factor	X		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	O15391 	J:164563 	
